REQUIREMENT_DESIGNATION,COURSE,TITLE,UNITS_MINIMUM,UNITS_MAXIMUM,RQMNT_DESIGNTN,LS_ESSENTIAL_SKILL,FIRST_TERM,LAST_TERM,CRSE_ID,FIRST_TERM_CODE,LAST_TERM_CODE
Aesthetic and Humanistic Inquiry,ENG 345,TOPICS IN US MULTI-ETHNIC LIT,3,3,AHIE,Effective Writing,Fall 2012,,002691,1127,
Aesthetic and Humanistic Inquiry,ENG 345,TOPICS IN US MULTI-ETHNIC LIT,3,3,AHIE,,Fall 2005,Summer 2012,002691,1057,1124
Aesthetic and Humanistic Inquiry,ENG 345,TOPICS IN US MULTI-ETHNIC LIT,3,3,AHI,,Spring 2005,Summer 2005,002691,1051,1054
Aesthetic and Humanistic Inquiry,ENG 345,NATIVE AMERICAN LIT,3,3,AHI,,Fall 2002,Fall 2002,002691,1027,1027
Aesthetic and Humanistic Inquiry,ENG 345,TPCS/US MLTIETHNCLIT,3,3,AHI,,Fall 2001,Winter 2004,002691,1017,1048
Aesthetic and Humanistic Inquiry,ENG 345,LIT/AMER MINORITIES,3,3,AHI,,Spring 2000,Sumr 10 Wk 2000,002691,1001,1006
Aesthetic and Humanistic Inquiry,ENG 345,LITERATURE-AMERICAN MINORITIES,3,3,AHI,,Fall 1999,Sumr 10 Wk 2001,002691,0997,1016
Aesthetic and Humanistic Inquiry,ENG 358,ANCIENT LITERATURE,3,3,AHI,Effective Writing,Fall 2012,,002638,1127,
Aesthetic and Humanistic Inquiry,ENG 358,ANCIENT LITERATURE,3,3,AHI,,Fall 2009,Summer 2012,002638,1097,1124
Aesthetic and Humanistic Inquiry,ENG 361,SPCL TOPICS IN WOMEN WRITERS,3,3,AHI,Effective Writing,Fall 2012,,002701,1127,
Aesthetic and Humanistic Inquiry,ENG 361,SPCL TOPICS IN WOMEN WRITERS,3,3,AHI,,Spring 2005,Summer 2012,002701,1051,1124
Aesthetic and Humanistic Inquiry,ENG 361,SPECIAL TOPICS IN WOMEN WRITER,3,3,AHI,,Spring 2002,Sumr 10 Wk 2002,002701,1021,1026
Aesthetic and Humanistic Inquiry,ENG 361,SPEC TPCS WOMEN WRIT,3,3,AHI,,Fall 1999,Winter 2004,002701,0997,1048
Aesthetic and Humanistic Inquiry,ENG 361H,SPCL TOPICS WMN WRTRS - HONORS,3,3,AHI,Effective Writing,Fall 2012,,009491,1127,
Aesthetic and Humanistic Inquiry,ENG 361H,SPCL TOPICS WMN WRTRS - HONORS,3,3,AHI,,Spring 2005,Summer 2012,009491,1051,1124
Aesthetic and Humanistic Inquiry,ENG 361H,SPEC TPCS WOMEN WRIT - HONORS,3,3,AHI,,Spring 2004,Winter 2004,009491,1041,1048
Aesthetic and Humanistic Inquiry,ENG 362,DRAMA,3,3,AHI,Critical Thinking,Fall 2012,,002702,1127,
Aesthetic and Humanistic Inquiry,ENG 362,DRAMA,3,3,AHI,,Fall 2008,Summer 2012,002702,1087,1124
Aesthetic and Humanistic Inquiry,ENG 365,CONTEMPORARY LITERATURE,3,3,AHI,Effective Writing,Fall 2012,,002706,1127,
Aesthetic and Humanistic Inquiry,ENG 365,CONTEMPORARY LITERATURE,3,3,AHI,,Spring 2005,Summer 2012,002706,1051,1124
Aesthetic and Humanistic Inquiry,ENG 365,CONTEMP LITERATURE,3,3,AHI,,Fall 1999,Winter 2004,002706,0997,1048
Aesthetic and Humanistic Inquiry,ENG 365H,CONTEMP LITERATURE - HONORS,3,3,AHI,,Spring 2005,,002707,1051,
Aesthetic and Humanistic Inquiry,ENG 365H,CONTEMP LIT-HONORS,3,3,AHI,,Spring 2002,Winter 2004,002707,1021,1048
Aesthetic and Humanistic Inquiry,ENG 366,FILM AS LITERATURE,3,3,AHI,Critical Thinking,Fall 2012,,002709,1127,
Aesthetic and Humanistic Inquiry,ENG 366,FILM AS LITERATURE,3,3,AHI,,Fall 1999,Summer 2012,002709,0997,1124
Aesthetic and Humanistic Inquiry,ENG 366H,FILM AS LITERATURE - HONORS,3,3,AHI,Critical Thinking,Fall 2012,,009441,1127,
Aesthetic and Humanistic Inquiry,ENG 366H,FILM AS LITERATURE - HONORS,3,3,AHI,,Fall 2003,Summer 2012,009441,1037,1124
Aesthetic and Humanistic Inquiry,ENG 381,CROSS-CULTURAL FOLKLORE,3,3,AHI,Critical Thinking,Fall 2012,,002715,1127,
Aesthetic and Humanistic Inquiry,ENG 381,CROSS-CULTURAL FOLKLORE,3,3,AHI,,Spring 2005,Summer 2012,002715,1051,1124
Aesthetic and Humanistic Inquiry,ENG 381,CULTURAL FOLKLORE,3,3,AHI,,Fall 2001,Winter 2004,002715,1017,1048
Aesthetic and Humanistic Inquiry,ENGL 306W,WRITING ACROSS THE DISCIPLINES,3,3,AHI,Effective Writing,Spring 2013,,011036,1131,
Aesthetic and Humanistic Inquiry,ES 150,INTRO AFRICAN AMERICAN STUDIES,3,3,AHIE,Critical Thinking,Fall 2012,,009914,1127,
Aesthetic and Humanistic Inquiry,ES 150,INTRO AFRICAN AMERICAN STUDIES,3,3,AHIE,,Summer 2006,Summer 2012,009914,1064,1124
Aesthetic and Humanistic Inquiry,ES 160,LATINO(A)/CHICANO(A) STUDIES,3,3,AHIE,Critical Thinking,Fall 2012,,010034,1127,
Aesthetic and Humanistic Inquiry,ES 160,LATINO(A)/CHICANO(A) STUDIES,3,3,AHIE,,Fall 2008,Summer 2012,010034,1087,1124
Aesthetic and Humanistic Inquiry,ES 160H,LATINO/CHICANO STDS - HONORS,3,3,AHIE,,Spring 2011,,010582,1111,
Aesthetic and Humanistic Inquiry,ES 200,"RACE, IDENTITY AND FILM",3,3,AHIE,Critical Thinking,Fall 2012,,009915,1127,
Aesthetic and Humanistic Inquiry,ES 200,"RACE, IDENTITY AND FILM",3,3,AHIE,,Summer 2006,Summer 2012,009915,1064,1124
Aesthetic and Humanistic Inquiry,ES 202,BLACK CINEMA,3,3,AHIE,Critical Thinking,Spring 2013,,011012,1131,
Aesthetic and Humanistic Inquiry,ES 204,CHICANO(A)/LATINO(A) CINEMA,3,3,AHIE,Critical Thinking,Spring 2013,,011013,1131,
Aesthetic and Humanistic Inquiry,ES 206,ASIAN AMERICANS IN FILM,3,3,AHIE,Critical Thinking,Fall 2014,,011589,1147,
Aesthetic and Humanistic Inquiry,ES 250,AFRICANA WOMEN,3,3,AHIE,Critical Thinking,Fall 2012,Summer 2014,009753,1127,1144
Aesthetic and Humanistic Inquiry,ES 250,AFRICANA WOMEN,3,3,AHIE,,Fall 2005,Summer 2012,009753,1057,1124
Aesthetic and Humanistic Inquiry,ES 255,GENDER & INDIGENOUS REP,3,3,AHIE,Critical Thinking,Fall 2012,,010222,1127,
Aesthetic and Humanistic Inquiry,ES 255,GENDER & INDIGENOUS REP,3,3,AHIE,,Fall 2008,Summer 2012,010222,1087,1124
Aesthetic and Humanistic Inquiry,ES 335,AFRICAN AMERICANS AND THE LAW,3,3,AHIE,Critical Thinking,Spring 2013,,011014,1131,
Aesthetic and Humanistic Inquiry,FS 121,AHI FIRST YEAR SEMINAR,3,3,AHI,Any Skill,Fall 2012,Summer 2014,010125,1127,1144
Aesthetic and Humanistic Inquiry,FS 121,AHI FIRST YEAR SEMINAR,3,3,AHI,,Fall 2007,Summer 2012,010125,1077,1124
Aesthetic and Humanistic Inquiry,FS 121H,AHI 1ST YEAR SEMINAR - HONORS,3,3,AHI,Any Skill,Fall 2013,Summer 2014,010287,1137,1144
Aesthetic and Humanistic Inquiry,FS 121H,AHI FIRST YEAR SEMINAR,3,3,AHI,Any Skill,Fall 2012,Summer 2013,010287,1127,1134
Aesthetic and Humanistic Inquiry,FS 121H,AHI FIRST YEAR SEMINAR,3,3,AHI,,Fall 2008,Summer 2012,010287,1087,1124
Aesthetic and Humanistic Inquiry,FS 199,SPECIAL TOPICS,1,3,AHI,,Fall 2010,Fall 2010,010541,1107,1107
Aesthetic and Humanistic Inquiry,FYS 121,AHI FIRST YEAR SEMINAR,3,3,AHI,Any Skill,Fall 2014,,010125,1147,
Aesthetic and Humanistic Inquiry,FYS 121H,AHI 1ST YEAR SEMINAR - HONORS,3,3,AHI,Any Skill,Fall 2014,,010287,1147,
Aesthetic and Humanistic Inquiry,HHS 300W,APPLIED ETHICS IN HEALTH CARE,3,3,AHI,Critical Thinking,Fall 2012,,009376,1127,
Aesthetic and Humanistic Inquiry,HHS 300W,APPLIED ETHICS IN HEALTH CARE,3,3,AHI,,Fall 2009,Summer 2012,009376,1097,1124
Aesthetic and Humanistic Inquiry,HIS 308,"SCI, TECH & SOC IN AMER WEST",3,3,AHI,Effective Writing,Fall 2012,,004113,1127,
Aesthetic and Humanistic Inquiry,HIS 308,"SCI, TECH & SOC IN AMER WEST",3,3,AHI,,Fall 2005,Summer 2012,004113,1057,1124
Aesthetic and Humanistic Inquiry,HIS 308,SCI & SOC IN AM WEST,3,3,AHI,,Summer I 2002,Summer 2005,004113,1023,1054
Aesthetic and Humanistic Inquiry,HIS 341,EARLY MODERN EUROPE: 1600-1789,3,3,AHI,,Fall 2009,,004130,1097,
Aesthetic and Humanistic Inquiry,HIS 341,EARLY MODERN EUROPE,3,3,AHI,,Fall 1999,Summer 2009,004130,0997,1094
Aesthetic and Humanistic Inquiry,HIS 341H,EARLY MODERN EUROPE: 1600-1789,3,3,AHI,Effective Writing,Fall 2012,,009379,1127,
Aesthetic and Humanistic Inquiry,HIS 341H,EARLY MODERN EUROPE: 1600-1789,3,3,AHI,,Fall 2009,Summer 2012,009379,1097,1124
Aesthetic and Humanistic Inquiry,HIS 341H,EARLY MODERN EUROPE-HONORS,3,3,AHI,,Fall 2003,Summer 2009,009379,1037,1094
Aesthetic and Humanistic Inquiry,HON 140,HONORS SEMINAR: AHI,1,3,AHI,,Summer 2004,,009546,1044,
Aesthetic and Humanistic Inquiry,HON 240,HONORS SEMINAR: AHI,1,3,AHI,,Spring 2004,,009551,1041,
Aesthetic and Humanistic Inquiry,HON 291,CREATIVE EXPRESSIONS,3,3,AHI,Effective Writing,Fall 2012,,010654,1127,
Aesthetic and Humanistic Inquiry,HON 291,CREATIVE EXPRESSIONS,3,3,AHI,,Fall 2011,Summer 2012,010654,1117,1124
Aesthetic and Humanistic Inquiry,HON 340,HONORS SEMINAR: AHI,1,3,AHI,,Summer 2004,,004309,1044,
Aesthetic and Humanistic Inquiry,HON 391,ADVANCED HONORS SEMINAR (AHI),3,3,AHI,Critical Thinking,Fall 2012,,010658,1127,
Aesthetic and Humanistic Inquiry,HON 391,ADVANCED HONORS SEMINAR (AHI),3,3,AHI,,Fall 2011,Summer 2012,010658,1117,1124
Aesthetic and Humanistic Inquiry,HON 499,JOYCE'S ULYSSES,1,3,AHI,,Fall 2001,Summer 2005,004333,1017,1054
Aesthetic and Humanistic Inquiry,HUM 101,INTRODUCTION TO HUMANITIES,3,3,AHIG,Critical Thinking,Fall 2014,,004590,1147,
Aesthetic and Humanistic Inquiry,HUM 101,INTRODUCTION TO HUMANITIES,3,3,AHI,Critical Thinking,Fall 2012,Summer 2014,004590,1127,1144
Aesthetic and Humanistic Inquiry,HUM 101,INTRODUCTION TO HUMANITIES,3,3,AHI,,Fall 2005,Summer 2012,004590,1057,1124
Aesthetic and Humanistic Inquiry,HUM 101,INTRO TO HUMANITIES,3,3,AHI,,Fall 1999,Summer 2005,004590,0997,1054
Aesthetic and Humanistic Inquiry,HUM 101H,INTRO TO HUMANITIES - HONORS,3,3,AHIG,Critical Thinking,Fall 2014,,009885,1147,
Aesthetic and Humanistic Inquiry,HUM 101H,INTRO TO HUMANITIES - HONORS,3,3,AHI,Critical Thinking,Fall 2012,Summer 2014,009885,1127,1144
Aesthetic and Humanistic Inquiry,HUM 101H,INTRO TO HUMANITIES - HONORS,3,3,AHI,,Fall 2006,Summer 2012,009885,1067,1124
Aesthetic and Humanistic Inquiry,HUM 120,THE SEARCH FOR MEANING,3,3,AHI,Critical Thinking,Fall 2012,,009570,1127,
Aesthetic and Humanistic Inquiry,HUM 120,THE SEARCH FOR MEANING,3,3,AHI,,Fall 2004,Summer 2012,009570,1047,1124
Aesthetic and Humanistic Inquiry,HUM 120H,SEARCH FOR MEANING - HONORS,3,3,AHI,Critical Thinking,Fall 2012,,009886,1127,
Aesthetic and Humanistic Inquiry,HUM 120H,SEARCH FOR MEANING - HONORS,3,3,AHI,,Fall 2006,Summer 2012,009886,1067,1124
Aesthetic and Humanistic Inquiry,HUM 130,INTRO TO SOUTHWEST HUMANITIES,3,3,AHIE,Critical Thinking,Fall 2012,,004591,1127,
Aesthetic and Humanistic Inquiry,HUM 130,INTRO TO SOUTHWEST HUMANITIES,3,3,AHIE,,Spring 2010,Summer 2012,004591,1101,1124
Aesthetic and Humanistic Inquiry,HUM 130H,INTRO TO SW HUMANITIES - HONOR,3,3,AHIE,Critical Thinking,Fall 2012,,010493,1127,
Aesthetic and Humanistic Inquiry,HUM 130H,INTRO TO SW HUMANITIES - HONOR,3,3,AHIE,,Fall 2010,Summer 2012,010493,1107,1124
Aesthetic and Humanistic Inquiry,HUM 175,ENVIRONMENTAL HUMANITIES,3,3,AHI,Critical Thinking,Fall 2012,,004594,1127,
Aesthetic and Humanistic Inquiry,HUM 175,ENVIRONMENTAL HUMANITIES,3,3,AHI,,Spring 2010,Summer 2012,004594,1101,1124
Aesthetic and Humanistic Inquiry,HUM 175H,ENVIRONMTL HUMANITIES-HONORS,3,3,AHI,Critical Thinking,Fall 2012,,004595,1127,
Aesthetic and Humanistic Inquiry,HUM 175H,ENVIRONMTL HUMANITIES-HONORS,3,3,AHI,,Spring 2010,Summer 2012,004595,1101,1124
Aesthetic and Humanistic Inquiry,HUM 232,CINEMA AND BORDERS,3,3,AHIG,,Fall 2012,Summer 2014,010854,1127,1144
Aesthetic and Humanistic Inquiry,HUM 250,HUMANITIES IN WESTERN WORLD I,3,3,AHI,Critical Thinking,Fall 2012,,004602,1127,
Aesthetic and Humanistic Inquiry,HUM 250,HUMANITIES IN WESTERN WORLD I,3,3,AHI,,Fall 2005,Summer 2012,004602,1057,1124
Aesthetic and Humanistic Inquiry,HUM 250,HUM/WESTERN WORLDI,3,3,AHI,,Fall 1999,Summer 2005,004602,0997,1054
Aesthetic and Humanistic Inquiry,HUM 251,HUMANITIES IN WESTERN WORLD II,3,3,AHI,Effective Writing,Fall 2012,,004603,1127,
Aesthetic and Humanistic Inquiry,HUM 251,HUMANITIES IN WESTERN WORLD II,3,3,AHI,,Fall 2005,Summer 2012,004603,1057,1124
Aesthetic and Humanistic Inquiry,HUM 251,HUM/WESTERN WORLDII,3,3,AHI,,Fall 1999,Summer 2005,004603,0997,1054
Aesthetic and Humanistic Inquiry,HUM 251H,HUMANITIES WSTRN WRLD - HONORS,3,3,AHI,Effective Writing,Fall 2012,,009395,1127,
Aesthetic and Humanistic Inquiry,HUM 251H,HUMANITIES WSTRN WRLD - HONORS,3,3,AHI,,Fall 2005,Summer 2012,009395,1057,1124
Aesthetic and Humanistic Inquiry,HUM 251H,HUM/WESTERN WORLD II - HONORS,3,3,AHI,,Fall 2003,Summer 2005,009395,1037,1054
Aesthetic and Humanistic Inquiry,HUM 267,1960S AMERICAN FILM,3,3,AHI,Critical Thinking,Fall 2013,Summer 2014,011016,1137,1144
Aesthetic and Humanistic Inquiry,HUM 267,1960S AMERICAN FILM,3,3,AHI,Effective Writing,Fall 2013,Summer 2014,011016,1137,1144
Aesthetic and Humanistic Inquiry,HUM 272,ART AND THE SACRED,3,3,AHI,Critical Thinking,Fall 2012,,004609,1127,
Aesthetic and Humanistic Inquiry,HUM 272,ART AND THE SACRED,3,3,AHI,,Fall 2010,Summer 2012,004609,1107,1124
Aesthetic and Humanistic Inquiry,HUM 272,FOUNDATIONS OF ARTS & RELIGION,3,3,AHI,,Fall 2005,Summer 2010,004609,1057,1104
Aesthetic and Humanistic Inquiry,HUM 272,FOUND/ARTS&RELIGION,3,3,AHI,,Fall 1999,Summer 2005,004609,0997,1054
Aesthetic and Humanistic Inquiry,HUM 291,AMER MULTICULT IDEAS & VALUES,3,3,AHIE,Critical Thinking,Fall 2012,,004612,1127,
Aesthetic and Humanistic Inquiry,HUM 291,AMER MULTICULT IDEAS & VALUES,3,3,AHIE,,Spring 2010,Summer 2012,004612,1101,1124
Aesthetic and Humanistic Inquiry,HUM 291H,AM MULTICULT IDEAS/VALUES-HONO,3,3,AHIE,Critical Thinking,Fall 2012,,010432,1127,
Aesthetic and Humanistic Inquiry,HUM 291H,AM MULTICULT IDEAS/VALUES-HONO,3,3,AHIE,,Spring 2010,Summer 2012,010432,1101,1124
Aesthetic and Humanistic Inquiry,HUM 344,AMER COUNTER CULTURES SNC WWII,3,3,AHI,,Fall 2012,,010856,1127,
Aesthetic and Humanistic Inquiry,HUM 345W,CRITICAL JDGMNT IN HUMANITIES,3,3,AHI,,Fall 2005,Summer 2011,004616,1057,1114
Aesthetic and Humanistic Inquiry,HUM 345W,CRITICAL JUDGEMENT,3,3,AHI,,Spring 2003,Summer 2005,004616,1031,1054
Aesthetic and Humanistic Inquiry,HUM 351,WESTERN HUM PERSPECTIVES I,3,3,AHI,Effective Writing,Fall 2012,,004618,1127,
Aesthetic and Humanistic Inquiry,HUM 351,WESTERN HUM PERSPECTIVES I,3,3,AHI,,Spring 2005,Summer 2012,004618,1051,1124
Aesthetic and Humanistic Inquiry,HUM 351,CLASSIC&CHRIST IMAGE,3,3,AHI,,Fall 1999,Winter 2004,004618,0997,1048
Aesthetic and Humanistic Inquiry,HUM 352,WESTERN HUM PERSPECTIVES II,3,3,AHI,Critical Thinking,Fall 2012,,004619,1127,
Aesthetic and Humanistic Inquiry,HUM 352,WESTERN HUM PERSPECTIVES II,3,3,AHI,,Spring 2005,Summer 2012,004619,1051,1124
Aesthetic and Humanistic Inquiry,HUM 352,MED RENAISSANCE IMGS,3,3,AHI,,Fall 1999,Winter 2004,004619,0997,1048
Aesthetic and Humanistic Inquiry,HUM 353,WESTERN HUM PERSPECTIVES III,3,3,AHI,Effective Writing,Fall 2012,,004620,1127,
Aesthetic and Humanistic Inquiry,HUM 353,WESTERN HUM PERSPECTIVES III,3,3,AHI,,Spring 2005,Summer 2012,004620,1051,1124
Aesthetic and Humanistic Inquiry,HUM 353,"BARO,NEOCLS/ROM IMGS",3,3,AHI,,Fall 1999,Winter 2004,004620,0997,1048
Aesthetic and Humanistic Inquiry,HUM 353H,WESTERN HUM PERSPCTVS III-HONO,3,3,AHI,Effective Writing,Fall 2012,,010013,1127,
Aesthetic and Humanistic Inquiry,HUM 353H,WESTERN HUM PERSPCTVS III-HONO,3,3,AHI,,Spring 2010,Summer 2012,010013,1101,1124
Aesthetic and Humanistic Inquiry,HUM 353H,WESTERN HUM PERSPECTIVES III,3,3,AHI,,Spring 2007,Winter 2009,010013,1071,1098
Aesthetic and Humanistic Inquiry,HUM 354,MODERN IMAGES,3,3,AHI,,Fall 1999,Spring 2005,004621,0997,1051
Aesthetic and Humanistic Inquiry,HUM 355,CONTEMP ARTS&CULTURE,3,3,AHI,,Fall 1999,Spring 2005,004622,0997,1051
Aesthetic and Humanistic Inquiry,HUM 362,PESPECTIVES ASIAN HUMANITIES,3,3,AHIG,Effective Writing,Fall 2012,,004625,1127,
Aesthetic and Humanistic Inquiry,HUM 362,PESPECTIVES ASIAN HUMANITIES,3,3,AHIG,,Fall 2005,Summer 2012,004625,1057,1124
Aesthetic and Humanistic Inquiry,HUM 362,PESPECTIVES ASIAN HUMANITIES,3,3,AHI,,Fall 2004,Summer 2005,004625,1047,1054
Aesthetic and Humanistic Inquiry,HUM 362,ASIAN IMAGES:INDIA,3,3,AHI,,Fall 1999,Summer 2004,004625,0997,1044
Aesthetic and Humanistic Inquiry,HUM 370,THE POPULAR ARTS,3,3,AHI,Critical Thinking,Fall 2012,,004629,1127,
Aesthetic and Humanistic Inquiry,HUM 370,THE POPULAR ARTS,3,3,AHI,,Fall 2004,Summer 2012,004629,1047,1124
Aesthetic and Humanistic Inquiry,HUM 371,HUMANISTIC VALUES,3,3,AHI,Critical Thinking,Fall 2012,,004631,1127,
Aesthetic and Humanistic Inquiry,HUM 371,HUMANISTIC VALUES,3,3,AHI,,Fall 1999,Summer 2012,004631,0997,1124
Aesthetic and Humanistic Inquiry,HUM 371H,HUMANISTIC VALUES - HONORS,3,3,AHI,Critical Thinking,Fall 2012,,009514,1127,
Aesthetic and Humanistic Inquiry,HUM 371H,HUMANISTIC VALUES - HONORS,3,3,AHI,,Spring 2004,Summer 2012,009514,1041,1124
Aesthetic and Humanistic Inquiry,HUM 376,VISIONS OF UTOPIA,3,3,AHI,Critical Thinking,Fall 2012,,004651,1127,
Aesthetic and Humanistic Inquiry,HUM 376,VISIONS OF UTOPIA,3,3,AHI,,Spring 2010,Summer 2012,004651,1101,1124
Aesthetic and Humanistic Inquiry,HUM 380,VALUES IN POSTWAR CINEMA,3,3,AHI,Effective Writing,Fall 2012,Summer 2014,010454,1127,1144
Aesthetic and Humanistic Inquiry,HUM 380,VALUES IN POSTWAR CINEMA,3,3,AHI,,Spring 2010,Summer 2012,010454,1101,1124
Aesthetic and Humanistic Inquiry,HUM 382,WORLD PERSPECTIVES IN HUM,3,3,AHI,Effective Writing,Fall 2012,,004636,1127,
Aesthetic and Humanistic Inquiry,HUM 382,WORLD PERSPECTIVES IN HUM,3,3,AHI,,Fall 2005,Summer 2012,004636,1057,1124
Aesthetic and Humanistic Inquiry,HUM 382,ISLAM IN SPAIN,3,3,AHI,,Spring 2002,Spring 2002,004636,1021,1021
Aesthetic and Humanistic Inquiry,HUM 382,WORLD PERSPECTIVES,3,3,AHI,,Fall 1999,Summer 2005,004636,0997,1054
Aesthetic and Humanistic Inquiry,HUM 382H,WORLD PERSPECTIVES - HONORS,3,3,AHI,Effective Writing,Fall 2012,,009676,1127,
Aesthetic and Humanistic Inquiry,HUM 382H,WORLD PERSPECTIVES - HONORS,3,3,AHI,,Fall 2005,Summer 2012,009676,1057,1124
Aesthetic and Humanistic Inquiry,HUM 382H,WORLD PERSPECTIVES,3,3,AHI,,Fall 2004,Summer 2005,009676,1047,1054
Aesthetic and Humanistic Inquiry,HUM 383,TOPICS IN WORLD CINEMA,3,3,AHI,,Fall 2010,Summer 2014,010498,1107,1144
Aesthetic and Humanistic Inquiry,HUM 394,WORLD INDIGENOUS FILM MEDIA,3,3,AHIG,,Fall 2012,,010857,1127,
Aesthetic and Humanistic Inquiry,HUMA 121,THE ACT OF MEANING-MAKING,3,3,AHI,Critical Thinking,Spring 2013,,011038,1131,
Aesthetic and Humanistic Inquiry,HUMA 372,"ETHICS, VALUES & TECHNOLOGY",3,3,AHI,Critical Thinking,Spring 2013,,011039,1131,
Aesthetic and Humanistic Inquiry,HUMY 205,TECHNOLOGY AND HUMAN VALUES,3,3,AHI,,Fall 2010,,010588,1107,
Aesthetic and Humanistic Inquiry,JLS 106,INTRO/DOCUMENTARY STUDIES,3,3,AHI,Critical Thinking,Fall 2012,,010645,1127,
Aesthetic and Humanistic Inquiry,JLS 106,INTRO/DOCUMENTARY STUDIES,3,3,AHI,,Fall 2011,Summer 2012,010645,1117,1124
Aesthetic and Humanistic Inquiry,MGT 340,BUSINESS ETHICS,3,3,AHI,,Fall 2012,,010858,1127,
Aesthetic and Humanistic Inquiry,MST 250,EXPLORING MUSEUMS,3,3,AHI,Critical Thinking,Fall 2014,,010509,1147,
Aesthetic and Humanistic Inquiry,MUS 183,INTRODUCTION TO OPERA I,3,3,AHI,Critical Thinking,Fall 2012,,009640,1127,
Aesthetic and Humanistic Inquiry,MUS 183,INTRODUCTION TO OPERA I,3,3,AHI,,Fall 2005,Summer 2012,009640,1057,1124
Aesthetic and Humanistic Inquiry,MUS 184,INTRODUCTION TO OPERA II,3,3,AHI,Critical Thinking,Fall 2012,,009641,1127,
Aesthetic and Humanistic Inquiry,MUS 184,INTRODUCTION TO OPERA II,3,3,AHI,,Fall 2005,Summer 2012,009641,1057,1124
Aesthetic and Humanistic Inquiry,MUS 293,UNDERSTANDING MUSIC,3,3,AHI,Effective Writing,Fall 2013,,005916,1137,
Aesthetic and Humanistic Inquiry,MUS 293,THE ENJOYMENT OF MUSIC,3,3,AHI,Effective Writing,Fall 2012,Summer 2013,005916,1127,1134
Aesthetic and Humanistic Inquiry,MUS 293,THE ENJOYMENT OF MUSIC,3,3,AHI,,Fall 2011,Summer 2012,005916,1117,1124
Aesthetic and Humanistic Inquiry,MUS 294,HISTORY OF ROCK MUSIC,3,3,AHI,,Fall 2012,,010947,1127,
Aesthetic and Humanistic Inquiry,MUS 320,WESTERN MUSICAL HERITAGE,3,3,AHI,Critical Thinking,Fall 2012,Summer 2013,005930,1127,1134
Aesthetic and Humanistic Inquiry,MUS 320,WESTERN MUSICAL HERITAGE,3,3,AHI,,Fall 2005,Summer 2012,005930,1057,1124
Aesthetic and Humanistic Inquiry,MUS 320,WEST MUSICAL HRTG,3,3,AHI,,Fall 1999,Summer 2005,005930,0997,1054
Aesthetic and Humanistic Inquiry,MUS 396,THE BROADWAY MUSICAL,3,3,AHI,Effective Writing,Fall 2012,,010534,1127,
Aesthetic and Humanistic Inquiry,MUS 396,THE BROADWAY MUSICAL,3,3,AHI,,Fall 2010,Summer 2012,010534,1107,1124
Aesthetic and Humanistic Inquiry,MUS 396H,THE BROADWAY MUSICAL - HONORS,3,3,AHI,Effective Writing,Summer 2013,,011331,1134,
Aesthetic and Humanistic Inquiry,PHI 100,ELEMENTS OF PHILOSOPHY,3,3,AHI,Critical Thinking,Fall 2012,,006454,1127,
Aesthetic and Humanistic Inquiry,PHI 100,ELEMENTS OF PHILOSOPHY,3,3,AHI,,Fall 2005,Summer 2012,006454,1057,1124
Aesthetic and Humanistic Inquiry,PHI 100,ELEMENTS OF PHIL,3,3,AHI,,Fall 1999,Summer 2005,006454,0997,1054
Aesthetic and Humanistic Inquiry,PHI 101,INTRODUCTION TO PHILOSOPHY,3,3,AHI,Critical Thinking,Fall 2012,,006455,1127,
Aesthetic and Humanistic Inquiry,PHI 101,INTRODUCTION TO PHILOSOPHY,3,3,AHI,,Fall 2005,Summer 2012,006455,1057,1124
Aesthetic and Humanistic Inquiry,PHI 101,INTRO TO PHILOSOPHY,3,3,AHI,,Fall 1999,Summer 2005,006455,0997,1054
Aesthetic and Humanistic Inquiry,PHI 101H,INTRO TO PHILOSOPHY - HONORS,3,3,AHI,Critical Thinking,Fall 2012,,010427,1127,
Aesthetic and Humanistic Inquiry,PHI 101H,INTRO TO PHILOSOPHY - HONORS,3,3,AHI,,Spring 2010,Summer 2012,010427,1101,1124
Aesthetic and Humanistic Inquiry,PHI 105,INTRODUCTION TO ETHICS,3,3,AHI,Effective Writing,Fall 2012,,006458,1127,
Aesthetic and Humanistic Inquiry,PHI 105,INTRODUCTION TO ETHICS,3,3,AHI,,Fall 2005,Summer 2012,006458,1057,1124
Aesthetic and Humanistic Inquiry,PHI 105,INTRO TO ETHICS,3,3,AHI,,Fall 1999,Summer 2005,006458,0997,1054
Aesthetic and Humanistic Inquiry,PHI 105H,INTRODUCTION TO ETHICS,3,3,AHI,Effective Writing,Fall 2012,,010011,1127,
Aesthetic and Humanistic Inquiry,PHI 105H,INTRODUCTION TO ETHICS,3,3,AHI,,Fall 2006,Summer 2012,010011,1067,1124
Aesthetic and Humanistic Inquiry,PHI 110,GLOBAL PHILOSOPHY:  ORIGINS,3,3,AHIG,,Fall 2005,Summer 2007,009538,1057,1074
Aesthetic and Humanistic Inquiry,PHI 110,GLOBAL PHILOSOPHY:  ORIGINS,3,3,AHI,,Fall 2004,Summer 2005,009538,1047,1054
Aesthetic and Humanistic Inquiry,PHI 150,PHILOSOPHIES OF THE WORLD,3,3,AHIG,Critical Thinking,Fall 2012,,009538,1127,
